
03/01/2018: Error: Uncaught TypeError: Cannot read property 'ciao' of undefined, Script: http://localhost/js/PONTEGGI_SOSPESI/FormPonteggioSospeso.js  Line: 151
16/10/2018, 12:10:52: Error: Uncaught SyntaxError: Unexpected token (, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
16/10/2018, 12:10:55: Error: Uncaught SyntaxError: Unexpected token (, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
16/10/2018, 02:10:47: Error: Uncaught SyntaxError: Unexpected token ), Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 07:10:28: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 07:10:52: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 07:10:31: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 07:10:27: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 07:10:49: Error: Uncaught SyntaxError: Unexpected token ., Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 07:10:43: Error: Uncaught SyntaxError: Unexpected token ., Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
16/10/2018, 07:10:09: Error: Script error., Script:   Line: 0
16/10/2018, 07:10:05: Error: Script error., Script:   Line: 0
17/10/2018, 02:10:38: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
17/10/2018, 02:10:29: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
17/10/2018, 02:10:13: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
17/10/2018, 02:10:57: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
17/10/2018, 07:10:00: Error: Uncaught ReferenceError: Invalid left-hand side in assignment, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
17/10/2018, 07:10:36: Error: Uncaught SyntaxError: Unexpected token }, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
18/10/2018, 05:10:27: Error: Script error., Script:   Line: 0
18/10/2018, 05:10:12: Error: Uncaught RangeError: Maximum call stack size exceeded, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 4
18/10/2018, 05:10:18: Error: Uncaught RangeError: Maximum call stack size exceeded, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 4
18/10/2018, 05:10:22: Error: Uncaught RangeError: Maximum call stack size exceeded, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 4
18/10/2018, 05:10:34: Error: Script error., Script:   Line: 0
18/10/2018, 05:10:12: Error: Script error., Script:   Line: 0
18/10/2018, 05:10:39: Error: Script error., Script:   Line: 0
18/10/2018, 05:10:44: Error: Uncaught RangeError: Maximum call stack size exceeded, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 4
18/10/2018, 05:10:53: Error: Uncaught RangeError: Maximum call stack size exceeded, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 4
18/10/2018, 06:10:30: Error: Uncaught SyntaxError: Unexpected token ), Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
18/10/2018, 06:10:12: Error: Script error., Script:   Line: 0
19/10/2018, 08:10:30: Error: Uncaught SyntaxError: Unexpected token ), Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/10/2018, 09:10:14: Error: Script error., Script:   Line: 0
19/10/2018, 09:10:23: Error: Script error., Script:   Line: 0
19/10/2018, 09:10:41: Error: Script error., Script:   Line: 0
19/10/2018, 09:10:43: Error: Script error., Script:   Line: 0
19/10/2018, 09:10:55: Error: Script error., Script:   Line: 0
19/10/2018, 09:10:49: Error: Script error., Script:   Line: 0
19/10/2018, 09:10:40: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/10/2018, 09:10:46: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/10/2018, 09:10:09: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
21/10/2018, 07:10:18: Error: Uncaught SyntaxError: Unexpected token <<, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
22/10/2018, 12:10:52: Error: Script error., Script:   Line: 0
22/10/2018, 12:10:32: Error: Script error., Script:   Line: 0
22/10/2018, 12:10:39: Error: Script error., Script:   Line: 0
22/10/2018, 12:10:52: Error: Uncaught ReferenceError: FormPonteggioSospeso is not defined, Script: http://localhost/#  Line: 1
22/10/2018, 12:10:24: Error: Script error., Script:   Line: 0
23/10/2018, 01:10:03: Error: Uncaught ReferenceError: callBackCarrello is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 208
23/10/2018, 01:10:30: Error: Script error., Script:   Line: 0
23/10/2018, 01:10:40: Error: Uncaught ReferenceError: param is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 219
23/10/2018, 01:10:59: Error: Uncaught ReferenceError: param is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 219
23/10/2018, 02:10:00: Error: Uncaught ReferenceError: _$ is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 203
23/10/2018, 02:10:47: Error: Script error., Script:   Line: 0
23/10/2018, 02:10:36: Error: Script error., Script:   Line: 0
23/10/2018, 02:10:42: Error: Script error., Script:   Line: 0
23/10/2018, 03:10:51: Error: Script error., Script:   Line: 0
23/10/2018, 03:10:13: Error: Script error., Script:   Line: 0
23/10/2018, 03:10:06: Error: Script error., Script:   Line: 0
23/10/2018, 03:10:39: Error: Script error., Script:   Line: 0
23/10/2018, 03:10:07: Error: Script error., Script:   Line: 0
23/10/2018, 03:10:22: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 236
23/10/2018, 03:10:17: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 236
23/10/2018, 03:10:35: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 236
23/10/2018, 03:10:35: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 236
23/10/2018, 03:10:47: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 236
23/10/2018, 03:10:01: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 236
23/10/2018, 03:10:34: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 239
23/10/2018, 03:10:38: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 239
23/10/2018, 03:10:50: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 239
23/10/2018, 03:10:21: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 239
23/10/2018, 03:10:14: Error: Uncaught ReferenceError: pageVal is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 239
24/10/2018, 05:10:20: Error: Script error., Script:   Line: 0
24/10/2018, 05:10:02: Error: Uncaught ReferenceError: intval is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 53
24/10/2018, 05:10:01: Error: Script error., Script:   Line: 0
24/10/2018, 05:10:14: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:50: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:05: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:42: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:17: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:06: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:08: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:32: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:27: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:05: Error: Script error., Script:   Line: 0
24/10/2018, 06:10:41: Error: Uncaught ReferenceError: toLimitInit is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 270
25/10/2018, 01:10:36: Error: Uncaught ReferenceError: Invalid left-hand side in assignment, Script: http://localhost/js/Carrello/Carrello.js  Line: 309
25/10/2018, 01:10:21: Error: Script error., Script:   Line: 0
25/10/2018, 01:10:29: Error: Uncaught TypeError: $(...).off(...).live is not a function, Script: http://localhost/js/Carrello/Carrello.js  Line: 415
25/10/2018, 02:10:24: Error: Uncaught TypeError: $(...).off(...).live is not a function, Script: http://localhost/js/Carrello/Carrello.js  Line: 394
25/10/2018, 02:10:35: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/js/Carrello/Carrello.js  Line: 394
25/10/2018, 02:10:11: Error: Uncaught TypeError: $(...).live is not a function, Script: http://localhost/js/Carrello/Carrello.js  Line: 394
25/10/2018, 11:10:19: Error: Uncaught ReferenceError: qwe is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 25
26/10/2018, 10:10:30: Error: Uncaught ReferenceError: param is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 823
26/10/2018, 11:10:17: Error: Uncaught ReferenceError: param is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 823
26/10/2018, 11:10:12: Error: Uncaught TypeError: _this.initCarrello is not a function, Script: http://localhost/js/Carrello/Carrello.js  Line: 63
26/10/2018, 11:10:00: Error: Script error., Script:   Line: 0
26/10/2018, 11:10:01: Error: Script error., Script:   Line: 0
26/10/2018, 11:10:20: Error: Uncaught TypeError: _this.initCarrello is not a function, Script: http://localhost/js/Carrello/Carrello.js  Line: 63
26/10/2018, 12:10:37: Error: Uncaught ReferenceError: fromLimitInit is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 396
26/10/2018, 12:10:04: Error: Uncaught ReferenceError: fromLimitInit is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 396
26/10/2018, 06:10:02: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/Carrello/Carrello.js  Line: 349
26/10/2018, 06:10:50: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/Carrello/Carrello.js  Line: 350
26/10/2018, 06:10:31: Error: Script error., Script:   Line: 0
26/10/2018, 06:10:34: Error: Uncaught TypeError: Cannot read property 'toLowerCase' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
26/10/2018, 06:10:11: Error: Script error., Script:   Line: 0
26/10/2018, 07:10:31: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/Carrello/Carrello.js  Line: 382
26/10/2018, 07:10:30: Error: Script error., Script:   Line: 0
26/10/2018, 07:10:52: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/Carrello/Carrello.js  Line: 382
27/10/2018, 07:10:15: Error: Uncaught ReferenceError: resultsForPage is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 324
27/10/2018, 07:10:05: Error: Uncaught ReferenceError: resultsForPage is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 386
27/10/2018, 11:10:29: Error: Script error., Script:   Line: 0
27/10/2018, 11:10:55: Error: Uncaught ReferenceError: disable is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 69
27/10/2018, 11:10:02: Error: Uncaught ReferenceError: disable is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 69
27/10/2018, 11:10:03: Error: Uncaught ReferenceError: disable is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 69
27/10/2018, 11:10:43: Error: Uncaught ReferenceError: yes is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 69
27/10/2018, 11:10:44: Error: Uncaught ReferenceError: yes is not defined, Script: http://localhost/js/Carrello/Carrello.js  Line: 69
27/10/2018, 03:10:54: Error: Uncaught TypeError: _this.initCarrello is not a function, Script: http://localhost/js/Utente/GestioneUtenti.js  Line: 25
28/10/2018, 02:10:15: Error: Script error., Script:   Line: 0
28/10/2018, 02:10:07: Error: Script error., Script:   Line: 0
28/10/2018, 02:10:05: Error: Script error., Script:   Line: 0
07/11/2018, 09:11:32: Error: Uncaught ReferenceError: Modello is not defined, Script: http://localhost/#  Line: 1
07/11/2018, 09:11:09: Error: Script error., Script:   Line: 0
07/11/2018, 09:11:21: Error: Script error., Script:   Line: 0
07/11/2018, 09:11:37: Error: Script error., Script:   Line: 0
07/11/2018, 10:11:32: Error: Script error., Script:   Line: 0
07/11/2018, 10:11:41: Error: Script error., Script:   Line: 0
07/11/2018, 11:11:22: Error: Script error., Script:   Line: 0
07/11/2018, 11:11:43: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:24: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:16: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:04: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:28: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:01: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:46: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:50: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:25: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:48: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:31: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:48: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:02: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:27: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:30: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:10: Error: Script error., Script:   Line: 0
08/11/2018, 04:11:07: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:37: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:40: Error: Uncaught TypeError: _this.nextStep is not a function, Script: http://localhost/js/PONTEGGI_ELETTRICI/FormPonteggioElettrico.js?R=21  Line: 20
08/11/2018, 05:11:45: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:49: Error: Uncaught TypeError: _this.nextStep is not a function, Script: http://localhost/js/PONTEGGI_ELETTRICI/FormPonteggioElettrico.js?R=21  Line: 20
08/11/2018, 05:11:15: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:13: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:25: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:49: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:35: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:42: Error: Uncaught TypeError: Cannot read property 'undefined' of undefined, Script: http://localhost/js/PONTEGGI_ELETTRICI/FormPonteggioElettrico.js?R=21  Line: 20
08/11/2018, 05:11:14: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:19: Error: Uncaught SyntaxError: Unexpected token ), Script: http://localhost/  Line: 1
08/11/2018, 05:11:29: Error: Script error., Script:   Line: 0
08/11/2018, 05:11:32: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:15: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:18: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:02: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:33: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:45: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:34: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:39: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:48: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:38: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:59: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:30: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:30: Error: Script error., Script:   Line: 0
08/11/2018, 06:11:21: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:54: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
08/11/2018, 07:11:56: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
08/11/2018, 07:11:33: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
08/11/2018, 07:11:15: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:07: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
08/11/2018, 07:11:46: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
08/11/2018, 07:11:01: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:52: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
08/11/2018, 07:11:31: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:38: Error: Uncaught SyntaxError: Unexpected token ), Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
08/11/2018, 07:11:55: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:49: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:30: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:17: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:42: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:49: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:37: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:59: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:17: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:56: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:27: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:41: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:48: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:29: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:42: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:34: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:05: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:09: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:09: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:50: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:08: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:25: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:59: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:54: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:09: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:10: Error: Script error., Script:   Line: 0
08/11/2018, 07:11:43: Error: Script error., Script:   Line: 0
08/11/2018, 08:11:44: Error: Script error., Script:   Line: 0
08/11/2018, 08:11:56: Error: Script error., Script:   Line: 0
08/11/2018, 10:11:15: Error: Script error., Script:   Line: 0
08/11/2018, 10:11:51: Error: Script error., Script:   Line: 0
08/11/2018, 10:11:20: Error: Script error., Script:   Line: 0
08/11/2018, 10:11:47: Error: Script error., Script:   Line: 0
08/11/2018, 11:11:08: Error: Script error., Script:   Line: 0
08/11/2018, 11:11:57: Error: Script error., Script:   Line: 0
08/11/2018, 11:11:44: Error: Script error., Script:   Line: 0
08/11/2018, 11:11:35: Error: Script error., Script:   Line: 0
09/11/2018, 12:11:33: Error: Script error., Script:   Line: 0
09/11/2018, 12:11:31: Error: Script error., Script:   Line: 0
09/11/2018, 01:11:30: Error: Script error., Script:   Line: 0
11/11/2018, 04:11:52: Error: Script error., Script:   Line: 0
11/11/2018, 04:11:06: Error: Script error., Script:   Line: 0
11/11/2018, 04:11:47: Error: Script error., Script:   Line: 0
19/11/2018, 11:11:41: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:25: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:04: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:06: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:15: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:48: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:22: Error: Uncaught SyntaxError: Unexpected token {, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:26: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:24: Error: Script error., Script:   Line: 0
19/11/2018, 11:11:48: Error: Script error., Script:   Line: 0
19/11/2018, 11:11:40: Error: Uncaught SyntaxError: Unexpected token ., Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
19/11/2018, 11:11:49: Error: Script error., Script:   Line: 0
19/11/2018, 11:11:23: Error: Uncaught SyntaxError: Unexpected token ;, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 12:11:04: Error: Uncaught ReferenceError: condole is not defined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:51: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:21: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:59: Error: Uncaught TypeError: Cannot read property '10.5' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:12: Error: Uncaught TypeError: Cannot read property '10.50' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:38: Error: Uncaught TypeError: Cannot read property '10.50' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:18: Error: Uncaught SyntaxError: Unexpected token o in JSON at position 1, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:01: Error: Uncaught SyntaxError: Unexpected token o in JSON at position 1, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:33: Error: Uncaught SyntaxError: Unexpected token ], Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 03:11:08: Error: Uncaught TypeError: Cannot read property '0' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:47: Error: Uncaught TypeError: Cannot read property 'name' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:51: Error: Uncaught SyntaxError: Unexpected token ), Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 03:11:24: Error: Uncaught TypeError: Cannot read property '10.50' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:49: Error: Uncaught SyntaxError: Unexpected token o in JSON at position 1, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:08: Error: Uncaught SyntaxError: Unexpected token o in JSON at position 1, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:19: Error: Uncaught SyntaxError: Unexpected token [, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 03:11:31: Error: Uncaught TypeError: Cannot convert undefined or null to object, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 03:11:52: Error: Uncaught SyntaxError: Unexpected token ], Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 03:11:18: Error: Uncaught SyntaxError: missing ) after argument list, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 03:11:33: Error: Uncaught SyntaxError: Unexpected token o in JSON at position 1, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 04:11:29: Error: Uncaught ReferenceError: descrizione is not defined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 04:11:07: Error: Uncaught ReferenceError: descrizione is not defined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 04:11:43: Error: Uncaught ReferenceError: descrizione is not defined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 04:11:08: Error: Uncaught SyntaxError: Unexpected token ., Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 04:11:38: Error: Uncaught SyntaxError: Unexpected token ., Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 04:11:02: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 04:11:58: Error: Uncaught TypeError: Cannot read property 'length' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 04:11:44: Error: Uncaught TypeError: Cannot read property '10.50' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 04:11:43: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 04:11:46: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 05:11:04: Error: Uncaught SyntaxError: Invalid or unexpected token, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 05:11:26: Error: Uncaught TypeError: Cannot read property '0' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 05:11:38: Error: Uncaught SyntaxError: Unexpected token ], Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
20/11/2018, 05:11:09: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 05:11:50: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 05:11:10: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 05:11:17: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 05:11:21: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 05:11:45: Error: Uncaught TypeError: Cannot read property 'descrizione' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 07:11:34: Error: Uncaught TypeError: Cannot read property 'traliccio' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 07:11:14: Error: Uncaught TypeError: Cannot read property 'traliccio' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 07:11:28: Error: Uncaught TypeError: Cannot read property 'traliccio' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 07:11:01: Error: Uncaught TypeError: Cannot read property 'traliccio' of undefined, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 5
20/11/2018, 07:11:50: Error: Uncaught SyntaxError: Unexpected token [, Script: http://localhost/js/jquery-1.9.1.min.js  Line: 3
